Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
OG0059436					Os04g0570700				
OG0059437							TraesCS1B03G0035400.1		
OG0059438			Bradi3g17513.1.p						
OG0059439					Os09g0388550				
OG0059440							TraesCS1D03G0124400.1		
OG0059441					Os12g0507800				
OG0059442					Os05g0274950				
OG0059443		AVESA.00018a.r1.3CG02333280.1							
OG0059444							TraesCS5D03G0272800.2		
OG0059445			Bradi3g54491.1.p						
OG0059446	AT3G24929.1								
OG0059447								TRITD6Av1G013040.1	
OG0059448			Bradi2g41652.1.p						
OG0059449							TraesCS3D03G0541100.1		
OG0059450									Zm00001eb230750_P002
OG0059451					Os07g0563500				
OG0059452						SORBI_3006G147450			
OG0059453	AT4G03380.1								
OG0059454					Os01g0925100				
OG0059455			Bradi1g46525.1.p						
OG0059456						SORBI_3009G082400			
OG0059457							TraesCSU03G0507300.1		
OG0059458		AVESA.00018a.r1.7CG05889290.3							
OG0059459									Zm00001eb302260_P001
OG0059460		AVESA.00018a.r1.1DG00880090.1							
OG0059461									Zm00001eb229490_P001
OG0059462							TraesCS3D03G0469600.1		
OG0059463								TRITD2Bv1G062990.1	
OG0059464					Os01g0270000				
OG0059465								TRITD3Bv1G033920.2	
OG0059466				HORVU.MOREX.r3.4HG0343290.1					
OG0059467		AVESA.00018a.r1.5AG03934710.1							
OG0059468	AT3G45730.1								
OG0059469						SORBI_3006G260101			
OG0059470		AVESA.00018a.r1.6CG04952970.1							
OG0059471							TraesCS1D03G0694200.1		
OG0059472							TraesCS6D03G0370700.1		
OG0059473		AVESA.00018a.r1.3CG02350060.1							
OG0059474							TraesCS2A03G0150800.1		
OG0059475							TraesCS7D03G1226000.1		
OG0059476			Bradi2g14610.1.p						
OG0059477			Bradi3g45952.1.p						
OG0059478									Zm00001eb331730_P001
OG0059479					Os04g0293400				
OG0059480						SORBI_3003G045800			
OG0059481			Bradi1g21022.1.p						
OG0059482							TraesCS5A03G0021800.1		
OG0059483					Os03g0275800				
OG0059484		AVESA.00018a.r1.6AG04851640.1							
OG0059485							TraesCS6A03G0280200.1		
OG0059486						SORBI_3004G107550			
OG0059487						SORBI_3004G102000			
OG0059488									Zm00001eb263140_P001
OG0059489							TraesCS1D03G0345400.1		
OG0059490				HORVU.MOREX.r3.6HG0548670.1					
OG0059491						SORBI_3008G192500			
OG0059492							TraesCS5D03G0871000.1		
OG0059493			Bradi3g44146.1.p						
OG0059494	AT4G30300.1								
OG0059495		AVESA.00018a.r1.3CG02342120.1							
OG0059496	AT2G22000.1								
OG0059497								TRITD4Av1G253360.1	
OG0059498					Os06g0217850				
OG0059499			Bradi4g29747.1.p						
OG0059500					Os02g0488400				
OG0059501					Os12g0466587				
OG0059502			Bradi1g59240.1.p						
OG0059503						SORBI_3007G222700			
OG0059504		AVESA.00018a.r1.5AG03701630.1							
OG0059505					Os08g0243833				
OG0059506					Os06g0625733				
OG0059507			Bradi5g20456.1.p						
OG0059508						SORBI_3001G465450			
OG0059509			Bradi4g22258.2.p						
OG0059510			Bradi1g01596.1.p						
OG0059511							TraesCSU03G0003700.1		
OG0059512		AVESA.00018a.r1.6CG04950220.1							
OG0059513	AT5G27606.1								
OG0059514		AVESA.00018a.r1.5AG03854180.1							
OG0059515									Zm00001eb325600_P001
OG0059516					Os10g0382400				
OG0059517						SORBI_3001G171800			
OG0059518						SORBI_3006G177900			
OG0059519			Bradi4g04865.1.p						
OG0059520								TRITD3Bv1G199730.1	
OG0059521		AVESA.00018a.r1.7CG05726580.2							
OG0059522						SORBI_3003G237700			
OG0059523	AT3G43572.1								
OG0059524								TRITD4Bv1G037940.1	
OG0059525		AVESA.00018a.r1.6CG04955230.1							
OG0059526		AVESA.00018a.r1.4CG03083870.1							
OG0059527		AVESA.00018a.r1.2AG01190000.1							
OG0059528			Bradi3g25586.1.p						
OG0059529						SORBI_3010G211700			
OG0059530						SORBI_3006G128450			
OG0059531									Zm00001eb398870_P001
OG0059532			Bradi1g08665.1.p						
OG0059533			Bradi3g08881.1.p						
OG0059534			Bradi3g46126.1.p						
OG0059535								TRITD6Av1G049600.1	
OG0059536		AVESA.00018a.r1.2DG01492300.2							
OG0059537		AVESA.00018a.r1.7AG05430910.1							
OG0059538						SORBI_3001G406200			
OG0059539					Os04g0252475				
OG0059540						SORBI_3001G173150			
OG0059541					Os04g0570250				
OG0059542		AVESA.00018a.r1.4DG03563480.3							
OG0059543								TRITD3Bv1G271630.1	
OG0059544					Os09g0499201				
OG0059545					Os08g0366800				
OG0059546							TraesCS5A03G0850800.1		
OG0059547								TRITD3Bv1G226340.1	
OG0059548					Os07g0407400				
OG0059549							TraesCS7D03G0621200.1		
OG0059550			Bradi1g37963.1.p						
OG0059551							TraesCS4D03G0093300.1		
OG0059552							TraesCS1D03G1004500.2		
OG0059553		AVESA.00018a.r1.4DG03620310.1							
OG0059554								TRITD7Av1G030050.1	
OG0059555					Os05g0333600				
OG0059556						SORBI_3009G028650			
OG0059557									Zm00001eb021420_P001
OG0059558	AT3G10160.1								
OG0059559					Os05g0449100				
OG0059560						SORBI_3010G243800			
OG0059561						SORBI_3001G454850			
OG0059562					Os02g0744666				
OG0059563			Bradi3g38550.1.p						
OG0059564			Bradi3g34618.1.p						
OG0059565		AVESA.00018a.r1.5CG04272250.2							
OG0059566				HORVU.MOREX.r3.2HG0177290.1					
OG0059567									Zm00001eb228510_P001
OG0059568			Bradi4g03571.1.p						
OG0059569					Os11g0619651				
OG0059570			Bradi4g19162.1.p						
OG0059571								TRITD5Bv1G223970.4	
OG0059572					Os08g0278933				
OG0059573						SORBI_3007G182400			
OG0059574					Os05g0471116				
OG0059575								TRITD7Av1G268420.1	
OG0059576			Bradi3g21505.2.p						
OG0059577						SORBI_3003G425600			
OG0059578								TRITD3Bv1G250840.1	
OG0059579								TRITD0Uv1G028310.1	
OG0059580							TraesCS5B03G1300600.1		
OG0059581		AVESA.00018a.r1.4AG02813510.1							
OG0059582								TRITD1Av1G011400.1	
OG0059583			Bradi3g50085.1.p						
OG0059584						SORBI_3002G061732			
OG0059585					Os08g0128300				
OG0059586			Bradi1g50525.1.p						
OG0059587		AVESA.00018a.r1.5CG04245140.1							
OG0059588							TraesCS7D03G0736900.1		
OG0059589				HORVU.MOREX.r3.5HG0480460.1					
OG0059590			Bradi2g04260.1.p						
OG0059591		AVESA.00018a.r1.4DG03635000.1							
OG0059592		AVESA.00018a.r1.7DG05996680.1							
OG0059593							TraesCS2D03G0438300.1		
OG0059594							TraesCS4B03G0235400.2		
OG0059595							TraesCS2B03G0445100.1		
OG0059596									Zm00001eb199750_P001
OG0059597	AT5G14130.2								
OG0059598						SORBI_3008G007100			
OG0059599							TraesCS5D03G1166300.1		
OG0059600		AVESA.00018a.r1.3CG02083710.1							
OG0059601							TraesCS5A03G1148600.1		
OG0059602							TraesCS2A03G0465700.1		
OG0059603			Bradi3g14894.1.p						
OG0059604					Os01g0726250				
OG0059605								TRITD3Bv1G083920.1	
OG0059606		AVESA.00018a.r1.5CG04259800.1							
OG0059607							TraesCS3D03G0022400.3		
OG0059608		AVESA.00018a.r1.4AG02927050.1							
OG0059609		AVESA.00018a.r1.6CG04964010.1							
OG0059610					Os02g0828600				
OG0059611			Bradi2g17064.1.p						
OG0059612				HORVU.MOREX.r3.6HG0589120.1					
OG0059613			Bradi3g04261.1.p						
OG0059614						SORBI_3001G162266			
OG0059615						SORBI_3005G194800			
OG0059616		AVESA.00018a.r1.2AG01076810.1							
OG0059617									Zm00001eb428850_P001
OG0059618		AVESA.00018a.r1.5CG04257910.1							
OG0059619						SORBI_3004G322500			
OG0059620		AVESA.00018a.r1.2DG01785170.1							
OG0059621									Zm00001eb040600_P001
OG0059622									Zm00001eb290560_P001
OG0059623					Os03g0687600				
OG0059624									Zm00001eb380450_P001
OG0059625		AVESA.00018a.r1.3CG02196660.1							
OG0059626									Zm00001eb368240_P002
OG0059627			Bradi2g09456.1.p						
OG0059628									Zm00001eb145450_P001
OG0059629							TraesCS1D03G0159700.1		
OG0059630			Bradi2g56806.1.p						
OG0059631					Os06g0568950				
OG0059632					Os04g0503600				
OG0059633									Zm00001eb286190_P001
OG0059634			Bradi2g14685.1.p						
OG0059635							TraesCS5A03G1135700.1		
OG0059636					Os11g0618600				
OG0059637					Os01g0622100				
OG0059638			Bradi5g10524.1.p						
OG0059639	AT5G22640.1								
OG0059640		AVESA.00018a.r1.2DG01573430.1							
OG0059641					Os02g0773101				
OG0059642					Os03g0721700				
OG0059643		AVESA.00018a.r1.1CG00376410.1							
OG0059644			Bradi2g31576.1.p						
OG0059645			Bradi1g28225.1.p						
OG0059646							TraesCS5B03G1203700.1		
OG0059647							TraesCS3D03G0844800.1		
OG0059648					Os05g0270900				
OG0059649					Os01g0569100				
OG0059650		AVESA.00018a.r1.5DG04528670.2							
OG0059651									Zm00001eb242230_P001
OG0059652							TraesCS7A03G1170200.1		
OG0059653		AVESA.00018a.r1.6CG05209990.1							
OG0059654			Bradi4g35296.1.p						
OG0059655					Os01g0358625				
OG0059656			Bradi5g20323.1.p						
OG0059657		AVESA.00018a.r1.3CG02310230.1							
OG0059658					Os08g0482300				
OG0059659							TraesCS1B03G0980900.1		
OG0059660							TraesCS1D03G0614800.1		
OG0059661		AVESA.00018a.r1.2DG01587530.1							
OG0059662							TraesCS1A03G0252300.1		
OG0059663									Zm00001eb114260_P001
OG0059664							TraesCS1D03G0472200.1		
OG0059665					Os06g0602000				
OG0059666							TraesCS4D03G0370000.1		
OG0059667							TraesCSU03G0142800.1		
OG0059668						SORBI_3002G233400			
OG0059669							TraesCS7B03G1162000.1		
OG0059670						SORBI_3004G012501			
OG0059671					Os06g0310300				
OG0059672									Zm00001eb390920_P001
OG0059673		AVESA.00018a.r1.4DG03358570.1							
OG0059674		AVESA.00018a.r1.4AG02848400.1							
OG0059675			Bradi1g53743.1.p						
OG0059676		AVESA.00018a.r1.4AG02915210.1							
OG0059677						SORBI_3008G088809			
OG0059678	AT5G27247.1								
OG0059679		AVESA.00018a.r1.5CG04208180.1							
OG0059680									Zm00001eb432910_P001
OG0059681	AT5G65710.1								
OG0059682	AT1G75260.1								
OG0059683					Os11g0671650				
OG0059684					Os07g0167450				
OG0059685					Os09g0417300				
OG0059686					Os09g0384450				
OG0059687			Bradi1g27576.1.p						
OG0059688					Os05g0464400				
OG0059689								TRITD6Av1G192020.1	
OG0059690			Bradi1g28317.1.p						
OG0059691				HORVU.MOREX.r3.4HG0417520.1					
OG0059692							TraesCS5D03G0190400.1		
OG0059693							TraesCS7D03G0062800.1		
OG0059694				HORVU.MOREX.r3.5HG0537120.1					
OG0059695			Bradi5g16725.1.p						
OG0059696						SORBI_3005G060633			
OG0059697		AVESA.00018a.r1.5DG04539800.1							
OG0059698			Bradi5g07175.2.p						
OG0059699								TRITD5Bv1G023990.9	
OG0059700							TraesCS2B03G0309900.1		
OG0059701					Os04g0684000				
OG0059702								TRITD1Av1G143760.3	
OG0059703						SORBI_3005G130200			
OG0059704									Zm00001eb088890_P001
OG0059705							TraesCS5D03G1186900.1		
OG0059706			Bradi1g70875.1.p						
OG0059707		AVESA.00018a.r1.7DG06163590.1							
OG0059708					Os09g0563275				
OG0059709		AVESA.00018a.r1.3DG02627850.1							
OG0059710			Bradi1g72445.1.p						
OG0059711					Os03g0810850				
OG0059712							TraesCS5A03G0447100.1		
OG0059713									Zm00001eb049200_P001
OG0059714					Os01g0791151				
OG0059715						SORBI_3007G147901			
OG0059716					Os09g0348766				
OG0059717	AT5G16840.2								
OG0059718			Bradi2g48800.1.p						
OG0059719								TRITD7Bv1G014050.2	
OG0059720					Os07g0492900				
OG0059721								TRITD5Bv1G183450.1	
OG0059722	AT1G53625.1								
OG0059723									Zm00001eb042550_P001
OG0059724						SORBI_3010G211000			
OG0059725	AT2G07633.1								
OG0059726								TRITD6Av1G193520.1	
OG0059727				HORVU.MOREX.r3.2HG0202490.1					
OG0059728				HORVU.MOREX.r3.7HG0651950.1					
OG0059729					Os05g0476316				
OG0059730	AT1G26200.3								
OG0059731					Os11g0654200				
OG0059732					Os10g0405766				
OG0059733					Os07g0114550				
OG0059734							TraesCS1D03G0073200.1		
OG0059735					Os01g0678050				
OG0059736							TraesCS6D03G0836700.1		
OG0059737					Os05g0417251				
OG0059738								TRITD2Av1G078010.1	
OG0059739					Os12g0448650				
OG0059740					Os04g0187001				
OG0059741					Os06g0205424				
OG0059742						SORBI_3007G074700			
OG0059743					Os02g0457600				
OG0059744									Zm00001eb002210_P001
OG0059745					Os08g0203150				
OG0059746								TRITD1Bv1G207450.2	
OG0059747			Bradi3g22190.1.p						
OG0059748		AVESA.00018a.r1.1DG00849250.1							
OG0059749						SORBI_3003G184765			
OG0059750					Os01g0504950				
OG0059751						SORBI_3006G077050			
OG0059752							TraesCS4D03G0752200.2		
OG0059753					Os10g0483800				
OG0059754									Zm00001eb268220_P001
OG0059755					Os04g0480802				
OG0059756							TraesCS3D03G0133200.1		
OG0059757							TraesCS7A03G1337400.1		
OG0059758	AT3G26355.1								
OG0059759							TraesCS6B03G0157600.1		
OG0059760						SORBI_3010G229200			
OG0059761							TraesCS1A03G0001000.1		
OG0059762	AT5G55700.1								
OG0059763					Os02g0288744				
OG0059764					Os07g0526700				
OG0059765		AVESA.00018a.r1.5DG04546090.1							
OG0059766						SORBI_3010G155401			
OG0059767						SORBI_3009G036450			
OG0059768			Bradi4g14232.1.p						
OG0059769			Bradi1g48453.1.p						
OG0059770	AT1G13755.1								
OG0059771					Os01g0236350				
OG0059772							TraesCS2D03G1339600.1		
OG0059773					Os06g0161125				
OG0059774	AT3G63280.4								
OG0059775								TRITD2Av1G010320.3	
OG0059776						SORBI_3009G051001			
OG0059777								TRITD6Bv1G180330.1	
OG0059778							TraesCS1D03G1044000.1		
OG0059779						SORBI_3002G122200			
OG0059780					Os03g0804250				
OG0059781					Os05g0501900				
OG0059782		AVESA.00018a.r1.5AG03667390.1							
OG0059783						SORBI_3009G220600			
OG0059784	AT1G31440.1								
OG0059785					Os01g0121925				
OG0059786							TraesCS6A03G0216800.1		
OG0059787						SORBI_3001G421800			
OG0059788						SORBI_3006G012800			
OG0059789									Zm00001eb264920_P001
OG0059790			Bradi5g08875.1.p						
OG0059791		AVESA.00018a.r1.3CG02258050.1							
OG0059792						SORBI_3008G090300			
OG0059793							TraesCS4D03G0807300.2		
OG0059794					Os02g0679000				
OG0059795	AT5G37960.1								
OG0059796			Bradi4g22163.1.p						
OG0059797		AVESA.00018a.r1.4DG03640090.1							
OG0059798					Os06g0294100				
OG0059799							TraesCS7A03G0056100.1		
OG0059800								TRITD5Av1G211140.1	
OG0059801			Bradi2g03985.1.p						
OG0059802									Zm00001eb167050_P001
OG0059803					Os07g0493601				
OG0059804					Os06g0117000				
OG0059805					Os03g0811850				
OG0059806					Os04g0550300				
OG0059807					Os03g0597300				
OG0059808								TRITD5Av1G202650.2	
OG0059809	AT1G43650.1								
OG0059810							TraesCS2B03G0178300.1		
OG0059811						SORBI_3010G171200			
OG0059812		AVESA.00018a.r1.1AG00277700.1							
OG0059813		AVESA.00018a.r1.1DG00753530.1							
OG0059814	AT3G44450.1								
OG0059815									Zm00001eb046490_P001
OG0059816			Bradi1g37611.1.p						
OG0059817						SORBI_3002G070500			
OG0059818			Bradi2g10861.1.p						
OG0059819			Bradi2g21413.1.p						
OG0059820									Zm00001eb097770_P001
OG0059821						SORBI_3001G513950			
OG0059822						SORBI_3009G155700			
OG0059823								TRITD7Bv1G180800.1	
OG0059824					Os06g0332150				
OG0059825			Bradi4g30276.1.p						
OG0059826							TraesCS3D03G0719000.1		
OG0059827				HORVU.MOREX.r3.2HG0218050.1					
OG0059828	AT3G44780.1								
OG0059829								TRITD7Av1G181810.2	
OG0059830									Zm00001eb037310_P001
OG0059831					Os03g0418600				
OG0059832								TRITD2Av1G013380.1	
OG0059833		AVESA.00018a.r1.2DG01563210.4							
OG0059834		AVESA.00018a.r1.2CG01289430.1							
OG0059835	AT1G51040.1								
OG0059836							TraesCS7A03G1105200.1		
OG0059837		AVESA.00018a.r1.4CG02965440.1							
OG0059838									Zm00001eb227960_P001
OG0059839			Bradi4g42785.1.p						
OG0059840			Bradi5g23875.1.p						
OG0059841			Bradi2g54812.1.p						
OG0059842		AVESA.00018a.r1.1DG00797470.1							
OG0059843	AT1G21313.1								
OG0059844					Os09g0378200				
OG0059845						SORBI_3007G218550			
OG0059846					Os07g0442401				
OG0059847					Os10g0187366				
OG0059848	AT4G16030.1								
OG0059849			Bradi5g22426.1.p						
OG0059850		AVESA.00018a.r1.6DG05365820.1							
OG0059851							TraesCS7D03G0228200.1		
OG0059852			Bradi3g49136.1.p						
OG0059853								TRITD4Bv1G060580.1	
OG0059854	AT3G07425.1								
OG0059855			Bradi4g23963.1.p						
OG0059856		AVESA.00018a.r1.2DG01508630.1							
OG0059857							TraesCS1D03G0489100.2		
OG0059858						SORBI_3006G233400			
OG0059859						SORBI_3010G167332			
OG0059860									Zm00001eb410110_P002
OG0059861					Os01g0191400				
OG0059862								TRITD6Av1G180330.3	
OG0059863						SORBI_3005G067400			
OG0059864		AVESA.00018a.r1.7AG05508560.1							
OG0059865	AT2G11570.1								
OG0059866							TraesCS2A03G0104300.1		
OG0059867					Os01g0815000				
OG0059868							TraesCS4D03G0697100.1		
OG0059869			Bradi1g07683.1.p						
OG0059870					Os05g0201800				
OG0059871					Os10g0118350				
OG0059872		AVESA.00018a.r1.7CG05701770.1							
OG0059873									Zm00001eb255000_P001
OG0059874		AVESA.00018a.r1.5CG03988870.1							
OG0059875					Os07g0137700				
OG0059876					Os09g0550925				
OG0059877			Bradi4g18881.1.p						
OG0059878					Os06g0695250				
OG0059879					Os04g0182500				
OG0059880			Bradi4g21961.1.p						
OG0059881						SORBI_3008G105850			
OG0059882			Bradi2g16045.1.p						
OG0059883	AT2G19280.1								
OG0059884		AVESA.00018a.r1.6CG05198050.1							
OG0059885									Zm00001eb147920_P001
OG0059886									Zm00001eb216490_P001
OG0059887			Bradi1g78790.1.p						
OG0059888								TRITD3Bv1G041090.1	
OG0059889			Bradi3g37073.1.p						
OG0059890						SORBI_3006G194150			
OG0059891			Bradi5g08861.1.p						
OG0059892		AVESA.00018a.r1.7DG05981000.1							
OG0059893							TraesCS1A03G0128500.1		
OG0059894			Bradi4g18352.1.p						
OG0059895									Zm00001eb120200_P004
OG0059896					Os11g0687001				
OG0059897		AVESA.00018a.r1.5AG03737360.1							
OG0059898			Bradi1g42943.1.p						
OG0059899		AVESA.00018a.r1.6DG05226820.1							
OG0059900							TraesCS4A03G0819100.2		
OG0059901							TraesCS5A03G0152500.1		
OG0059902					Os06g0586000				
OG0059903							TraesCS2D03G0010800.1		
OG0059904									Zm00001eb290160_P001
OG0059905		AVESA.00018a.r1.5DG04473890.1							
OG0059906							TraesCS3D03G0150300.1		
OG0059907							TraesCS3A03G0672900.1		
OG0059908			Bradi1g58335.1.p						
OG0059909				HORVU.MOREX.r3.2HG0121820.1					
OG0059910							TraesCS2D03G1145200.1		
OG0059911							TraesCS4B03G0936300.1		
OG0059912		AVESA.00018a.r1.6CG04972510.1							
OG0059913						SORBI_3001G272400			
OG0059914								TRITD6Av1G213130.1	
OG0059915					Os08g0138301				
OG0059916			Bradi4g08405.1.p						
OG0059917							TraesCS7A03G0220300.1		
OG0059918		AVESA.00018a.r1.5CG04272620.1							
OG0059919					Os06g0313720				
OG0059920					Os08g0212475				
OG0059921									Zm00001eb309440_P001
OG0059922							TraesCSU03G0259900.1		
OG0059923									Zm00001eb028690_P001
OG0059924		AVESA.00018a.r1.7DG06270970.1							
OG0059925		AVESA.00018a.r1.7DG06255270.1							
OG0059926	AT1G63670.1								
OG0059927						SORBI_3009G132700			
OG0059928						SORBI_3009G097400			
OG0059929									Zm00001eb090390_P001
OG0059930			Bradi3g19722.1.p						
OG0059931					Os02g0596700				
OG0059932					Os02g0464700				
OG0059933	AT5G15340.1								
OG0059934								TRITD2Av1G294110.2	
OG0059935						SORBI_3001G084133			
OG0059936					Os06g0326800				
OG0059937									Zm00001eb268210_P001
OG0059938							TraesCS2B03G1443900.1		
OG0059939							TraesCS7B03G1338800.1		
OG0059940					Os09g0128750				
OG0059941					Os07g0521400				
OG0059942							TraesCS3A03G0335900.1		
OG0059943						SORBI_3007G223250			
OG0059944		AVESA.00018a.r1.1DG00783450.4							
OG0059945									Zm00001eb091120_P001
OG0059946							TraesCS6A03G1023500.1		
OG0059947	AT1G04260.1								
OG0059948			Bradi1g53654.1.p						
OG0059949								TRITD4Av1G192740.1	
OG0059950					Os07g0261466				
OG0059951		AVESA.00018a.r1.4AG02632190.1							
OG0059952		AVESA.00018a.r1.2CG01375660.1							
OG0059953					Os09g0267350				
OG0059954	AT2G28570.1								
OG0059955		AVESA.00018a.r1.2DG01685350.1							
OG0059956		AVESA.00018a.r1.2DG01607780.1							
OG0059957							TraesCS7D03G0361800.1		
OG0059958	AT3G50550.1								
OG0059959	AT2G40640.1								
OG0059960			Bradi2g14986.2.p						
OG0059961							TraesCS1D03G0737900.1		
OG0059962		AVESA.00018a.r1.7CG05740560.2							
OG0059963					Os03g0119232				
OG0059964					Os03g0753750				
OG0059965					Os12g0161800				
OG0059966							TraesCS2A03G0962900.1		
OG0059967					Os10g0451601				
OG0059968							TraesCS7D03G1012500.1		
OG0059969					Os09g0449500				
OG0059970	AT4G33550.1								
OG0059971								TRITD3Av1G082490.2	
OG0059972					Os05g0159700				
OG0059973			Bradi4g34080.1.p						
OG0059974									Zm00001eb133300_P001
OG0059975	AT2G28426.1								
OG0059976						SORBI_3007G004750			
OG0059977							TraesCS2B03G0238900.1		
OG0059978									Zm00001eb408340_P001
OG0059979							TraesCS4A03G1141700.1		
OG0059980								TRITD7Av1G039430.4	
OG0059981					Os01g0234300				
OG0059982									Zm00001eb396730_P001
OG0059983		AVESA.00018a.r1.5AG03666420.1							
OG0059984						SORBI_3010G264601			
OG0059985					Os06g0564600				
OG0059986	AT3G26616.1								
OG0059987	AT1G66130.1								
OG0059988					Os09g0121100				
OG0059989			Bradi1g04287.1.p						
OG0059990			Bradi3g20103.1.p						
OG0059991									Zm00001eb240980_P001
OG0059992			Bradi3g12245.1.p						
OG0059993							TraesCS6B03G0099400.1		
OG0059994					Os11g0596000				
OG0059995			Bradi2g23715.1.p						
OG0059996			Bradi3g31763.1.p						
OG0059997		AVESA.00018a.r1.3AG02005730.1							
OG0059998					Os01g0548500				
OG0059999									Zm00001eb154840_P001
OG0060000			Bradi4g19557.1.p						
OG0060001								TRITD3Av1G215830.1	
OG0060002					Os01g0727881				
OG0060003						SORBI_3008G032850			
OG0060004					Os04g0426700				
OG0060005		AVESA.00018a.r1.5AG03886780.1							
OG0060006							TraesCS6D03G0001900.1		
OG0060007		AVESA.00018a.r1.4DG03460740.1							
OG0060008									Zm00001eb344560_P001
OG0060009						SORBI_3010G196466			
OG0060010					Os08g0199775				
OG0060011					Os10g0154101				
OG0060012					Os05g0327233				
OG0060013				HORVU.MOREX.r3.3HG0260010.1					
OG0060014				HORVU.MOREX.r3.2HG0177980.1					
OG0060015			Bradi1g45872.1.p						
OG0060016									Zm00001eb135330_P001
OG0060017	ATMG01190.1								
OG0060018		AVESA.00018a.r1.7CG05705030.1							
OG0060019				HORVU.MOREX.r3.2HG0191360.1					
OG0060020		AVESA.00018a.r1.4AG02959040.1							
OG0060021			Bradi1g38748.1.p						
OG0060022						SORBI_3001G242350			
OG0060023		AVESA.00018a.r1.7AG05399330.1							
OG0060024							TraesCS7B03G1064100.1		
OG0060025			Bradi5g03086.1.p						
OG0060026					Os09g0326500				
OG0060027						SORBI_3007G134220			
OG0060028						SORBI_3007G163200			
OG0060029					Os10g0565150				
OG0060030		AVESA.00018a.r1.1AG00341610.1							
OG0060031						SORBI_3003G305250			
OG0060032			Bradi5g15893.1.p						
OG0060033						SORBI_3003G347480			
OG0060034						SORBI_3010G098866			
OG0060035					Os12g0562650				
OG0060036						SORBI_3006G059300			
OG0060037						SORBI_3008G092532			
OG0060038						SORBI_3003G066250			
OG0060039							TraesCS2D03G0785500.1		
OG0060040			Bradi4g28915.1.p						
OG0060041			Bradi1g08135.1.p						
OG0060042					Os08g0335750				
OG0060043								TRITD3Bv1G067510.1	
OG0060044									Zm00001eb221010_P001
OG0060045									Zm00001eb271720_P005
OG0060046	AT5G07110.1								
OG0060047									Zm00001eb288820_P001
OG0060048						SORBI_3004G335300			
OG0060049									Zm00001eb057310_P001
OG0060050		AVESA.00018a.r1.6AG04626400.1							
OG0060051						SORBI_3003G121900			
OG0060052	AT5G20680.1								
OG0060053		AVESA.00018a.r1.7AG05499460.1							
OG0060054									Zm00001eb152610_P001
OG0060055					Os12g0466800				
OG0060056		AVESA.00018a.r1.3CG02121180.2							
OG0060057								TRITD6Av1G032760.1	
OG0060058	AT2G25610.2								
OG0060059									Zm00001eb074180_P001
OG0060060					Os01g0192800				
OG0060061			Bradi2g23190.1.p						
OG0060062			Bradi4g13355.1.p						
OG0060063	AT5G24100.1								
OG0060064					Os02g0525800				
OG0060065						SORBI_3010G237650			
OG0060066							TraesCS7D03G0203200.1		
OG0060067		AVESA.00018a.r1.5DG04585500.1							
OG0060068							TraesCS5A03G1000400.1		
OG0060069			Bradi4g25933.1.p						
OG0060070			Bradi1g46846.1.p						
OG0060071					Os04g0127700				
OG0060072							TraesCS4B03G0357000.1		
OG0060073							TraesCS4D03G0258100.1		
OG0060074						SORBI_3006G018751			
OG0060075			Bradi1g50546.1.p						
OG0060076			Bradi4g20844.1.p						
OG0060077					Os09g0445801				
OG0060078							TraesCS3D03G0237700.1		
OG0060079						SORBI_3010G017200			
OG0060080			Bradi1g51633.1.p						
OG0060081			Bradi3g44996.1.p						
OG0060082							TraesCS1A03G0832500.1		
OG0060083			Bradi4g38363.1.p						
OG0060084	AT4G01516.1								
OG0060085			Bradi1g76044.1.p						
OG0060086									Zm00001eb321120_P001
OG0060087			Bradi3g41825.4.p						
OG0060088							TraesCS2A03G0435200.2		
OG0060089					Os05g0421450				
OG0060090		AVESA.00018a.r1.4AG02639330.1							
OG0060091			Bradi4g43314.2.p						
OG0060092								TRITD1Av1G063430.1	
OG0060093					Os03g0652050				
OG0060094							TraesCS4D03G0805900.1		
OG0060095					Os06g0602950				
OG0060096					Os01g0520180				
OG0060097							TraesCSU03G0208100.1		
OG0060098	AT4G28010.1								
OG0060099					Os02g0613750				
OG0060100	AT1G29870.1								
OG0060101							TraesCS5D03G0784600.1		
OG0060102						SORBI_3008G064750			
OG0060103									Zm00001eb421770_P001
OG0060104									Zm00001eb001620_P001
OG0060105	AT3G17190.1								
OG0060106							TraesCS1A03G0648600.1		
OG0060107			Bradi2g60251.1.p						
OG0060108					Os04g0589400				
OG0060109	AT1G67220.1								
OG0060110					Os10g0157300				
OG0060111					Os08g0389550				
OG0060112							TraesCS1D03G0433300.2		
OG0060113						SORBI_3005G112066			
OG0060114					Os01g0838001				
OG0060115		AVESA.00018a.r1.6CG05065540.1							
OG0060116	AT2G45243.1								
OG0060117						SORBI_3002G182850			
OG0060118	AT5G55135.1								
OG0060119		AVESA.00018a.r1.1AG00219260.1							
OG0060120							TraesCS5D03G0518400.1		
OG0060121						SORBI_3001G135950			
OG0060122							TraesCS7D03G0781900.1		
OG0060123			Bradi3g07005.1.p						
OG0060124		AVESA.00018a.r1.1AG00015640.1							
OG0060125						SORBI_3009G026600			
OG0060126							TraesCS4A03G1244100.1		
OG0060127									Zm00001eb155090_P001
OG0060128								TRITD0Uv1G109310.1	
OG0060129						SORBI_3001G351300			
OG0060130		AVESA.00018a.r1.5AG03870090.1							
