Orthogroup	Duplications (all)	Duplications (50% support)
OG0015253	2	2
OG0015254	2	2
OG0015255	1	1
OG0015256	4	4
OG0015257	2	2
OG0015258	3	3
OG0015259	3	3
OG0015260	2	2
OG0015261	2	2
OG0015262	3	3
OG0015263	2	2
OG0015264	2	2
OG0015265	5	5
OG0015266	2	2
OG0015267	3	3
OG0015268	3	3
OG0015269	3	3
OG0015270	4	4
OG0015271	3	3
OG0015272	3	3
OG0015273	3	3
OG0015274	3	3
OG0015275	4	4
OG0015276	3	3
OG0015277	2	2
OG0015278	2	2
OG0015279	3	3
OG0015280	4	4
OG0015281	2	2
OG0015282	3	3
OG0015283	3	3
OG0015284	3	3
OG0015285	3	3
OG0015286	10	10
OG0015287	3	3
OG0015288	5	5
OG0015289	3	3
OG0015290	10	10
OG0015291	2	2
OG0015292	3	3
OG0015293	3	3
OG0015294	2	2
OG0015295	4	4
OG0015296	3	3
OG0015297	3	3
OG0015298	2	2
OG0015299	2	2
OG0015300	2	2
OG0015301	2	2
OG0015302	2	2
OG0015303	2	2
OG0015304	2	2
OG0015305	3	3
OG0015306	3	3
OG0015307	3	3
OG0015308	3	3
OG0015309	3	3
OG0015310	2	2
OG0015311	1	1
OG0015312	10	10
OG0015313	2	2
OG0015314	3	3
OG0015315	3	3
OG0015316	4	4
OG0015317	3	3
OG0015318	3	3
OG0015319	3	3
OG0015320	2	2
OG0015321	4	4
OG0015322	2	2
OG0015323	3	3
OG0015324	3	3
OG0015325	4	4
OG0015326	3	3
OG0015327	3	3
OG0015328	3	3
OG0015329	4	4
OG0015330	2	2
OG0015331	2	2
OG0015332	2	2
OG0015333	2	2
OG0015334	2	2
OG0015335	2	2
OG0015336	3	3
OG0015337	3	3
OG0015338	3	3
OG0015339	2	2
OG0015340	3	3
OG0015341	3	3
OG0015342	3	3
OG0015343	3	3
OG0015344	3	3
OG0015345	2	2
OG0015346	3	3
OG0015347	2	2
OG0015348	3	3
OG0015349	3	3
OG0015350	2	2
OG0015351	4	4
OG0015352	2	2
OG0015353	3	3
OG0015354	3	3
OG0015355	2	2
OG0015356	3	3
OG0015357	2	2
OG0015358	4	4
OG0015359	3	3
OG0015360	3	3
OG0015361	2	2
OG0015362	5	5
OG0015363	2	2
OG0015364	3	3
OG0015365	3	3
OG0015366	2	2
OG0015367	2	2
OG0015368	3	3
OG0015369	10	10
OG0015370	3	3
OG0015371	3	3
OG0015372	2	2
OG0015373	2	2
OG0015374	3	3
OG0015375	2	2
OG0015376	3	3
OG0015377	2	2
OG0015378	2	2
OG0015379	2	2
OG0015380	3	3
OG0015381	3	3
OG0015382	2	2
OG0015383	2	2
OG0015384	3	2
OG0015385	3	3
OG0015386	10	10
OG0015387	3	3
OG0015388	4	4
OG0015389	3	3
OG0015390	4	4
OG0015391	4	4
OG0015392	4	4
OG0015393	3	3
OG0015394	3	3
OG0015395	10	10
OG0015396	5	5
OG0015397	4	4
OG0015398	4	4
OG0015399	4	4
OG0015400	5	5
OG0015401	4	4
OG0015402	10	10
OG0015403	3	3
OG0015404	2	2
OG0015405	4	4
OG0015406	3	3
OG0015407	3	3
OG0015408	7	7
OG0015409	10	10
OG0015410	3	3
OG0015411	4	4
OG0015412	8	8
OG0015413	2	2
OG0015414	3	3
OG0015415	4	4
OG0015416	2	2
OG0015417	7	7
OG0015418	7	7
OG0015419	3	3
OG0015420	4	4
OG0015421	4	4
OG0015422	3	3
OG0015423	3	3
OG0015424	4	4
OG0015425	10	10
OG0015426	2	2
OG0015427	6	5
OG0015428	10	10
OG0015429	3	3
OG0015430	3	3
OG0015431	3	3
OG0015432	7	7
OG0015433	3	3
OG0015434	4	4
OG0015435	5	5
OG0015436	10	10
OG0015437	4	4
OG0015438	4	4
OG0015439	3	3
OG0015440	4	4
OG0015441	4	4
OG0015442	10	10
OG0015443	6	6
OG0015444	4	4
OG0015445	3	3
OG0015446	5	5
OG0015447	3	3
OG0015448	4	4
OG0015449	4	4
OG0015450	4	4
OG0015451	4	4
OG0015452	5	5
OG0015453	4	4
OG0015454	4	4
OG0015455	3	3
OG0015456	3	3
OG0015457	5	5
OG0015458	4	4
OG0015459	10	10
OG0015460	3	3
OG0015461	6	6
OG0015462	6	6
OG0015463	3	3
OG0015464	8	8
OG0015465	3	3
OG0015466	5	5
OG0015467	5	5
OG0015468	4	4
OG0015469	4	4
OG0015470	4	1
OG0015471	3	3
OG0015472	7	7
OG0015473	4	4
OG0015474	4	4
OG0015475	3	3
OG0015476	4	4
OG0015477	3	3
OG0015478	3	3
OG0015479	3	3
OG0015480	3	3
OG0015481	4	4
OG0015482	4	4
OG0015483	5	5
OG0015484	3	3
OG0015485	3	3
OG0015486	10	10
OG0015487	2	2
OG0015488	3	3
OG0015489	4	4
OG0015490	3	3
OG0015491	3	3
OG0015492	4	4
OG0015493	4	4
OG0015494	4	4
OG0015495	4	4
OG0015496	4	4
OG0015497	4	4
OG0015498	2	2
OG0015499	5	5
OG0015500	4	4
OG0015501	4	4
OG0015502	4	4
OG0015503	2	2
OG0015504	2	2
OG0015505	3	3
OG0015506	3	3
OG0015507	3	3
OG0015508	3	3
OG0015509	5	5
OG0015510	3	3
OG0015511	4	4
OG0015512	5	5
OG0015513	4	4
OG0015514	2	2
OG0015515	2	2
OG0015516	3	3
OG0015517	5	5
OG0015518	4	4
OG0015519	4	4
OG0015520	4	4
OG0015521	4	4
OG0015522	3	3
OG0015523	3	3
OG0015524	7	7
OG0015525	3	3
OG0015526	3	3
OG0015527	5	5
OG0015528	3	3
OG0015529	3	3
OG0015530	5	5
OG0015531	4	4
OG0015532	3	3
OG0015533	3	3
OG0015534	4	4
OG0015535	3	3
OG0015536	4	4
OG0015537	4	4
OG0015538	3	3
OG0015539	4	4
OG0015540	4	4
OG0015541	3	3
OG0015542	4	4
OG0015543	3	3
OG0015544	4	4
OG0015545	3	3
OG0015546	4	4
OG0015547	5	5
OG0015548	3	3
OG0015549	4	4
OG0015550	3	3
OG0015551	3	3
OG0015552	2	2
OG0015553	3	3
OG0015554	4	4
OG0015555	4	4
OG0015556	4	4
OG0015557	3	3
OG0015558	2	2
OG0015559	9	9
OG0015560	5	5
OG0015561	4	4
OG0015562	4	4
OG0015563	4	4
OG0015564	5	5
OG0015565	4	4
OG0015566	3	3
OG0015567	3	3
OG0015568	5	5
OG0015569	9	9
OG0015570	2	2
OG0015571	2	2
OG0015572	9	9
OG0015573	3	3
OG0015574	4	4
OG0015575	6	6
OG0015576	3	3
OG0015577	3	3
OG0015578	4	4
OG0015579	3	3
OG0015580	4	4
OG0015581	4	4
OG0015582	4	4
OG0015583	6	6
OG0015584	10	10
OG0015585	10	10
OG0015586	4	4
OG0015587	3	3
OG0015588	3	3
OG0015589	5	5
OG0015590	4	4
OG0015591	3	3
OG0015592	4	4
OG0015593	3	3
OG0015594	3	3
OG0015595	4	4
OG0015596	3	3
OG0015597	3	3
OG0015598	3	3
OG0015599	3	3
OG0015600	3	3
OG0015601	4	4
OG0015602	3	3
OG0015603	2	2
OG0015604	4	4
OG0015605	4	4
OG0015606	5	5
OG0015607	3	3
OG0015608	3	3
OG0015609	5	5
OG0015610	3	3
OG0015611	3	3
OG0015612	3	3
OG0015613	4	4
OG0015614	4	4
OG0015615	4	4
OG0015616	7	7
OG0015617	3	3
OG0015618	7	7
OG0015619	3	3
OG0015620	3	3
OG0015621	4	4
OG0015622	5	5
OG0015623	6	6
OG0015624	3	3
OG0015625	4	4
OG0015626	4	4
OG0015627	4	4
OG0015628	3	3
OG0015629	3	3
OG0015630	5	5
OG0015631	10	10
OG0015632	3	3
OG0015633	3	3
OG0015634	5	5
OG0015635	3	3
OG0015636	3	3
OG0015637	5	5
OG0015638	2	2
OG0015639	3	3
OG0015640	3	3
OG0015641	3	3
OG0015642	3	3
OG0015643	5	5
OG0015644	6	6
OG0015645	2	2
OG0015646	5	5
OG0015647	6	6
OG0015648	6	6
OG0015649	4	4
OG0015650	4	4
OG0015651	3	3
OG0015652	3	3
OG0015653	3	3
OG0015654	3	3
OG0015655	4	4
OG0015656	3	3
OG0015657	4	4
OG0015658	3	3
OG0015659	3	3
OG0015660	4	4
OG0015661	5	5
OG0015662	5	5
OG0015663	9	9
OG0015664	3	3
OG0015665	3	3
OG0015666	4	4
OG0015667	3	3
OG0015668	8	8
OG0015669	4	4
OG0015670	3	3
OG0015671	5	5
OG0015672	4	4
OG0015673	3	3
OG0015674	4	4
OG0015675	4	4
OG0015676	3	3
OG0015677	4	4
OG0015678	3	3
OG0015679	3	3
OG0015680	4	4
OG0015681	7	7
OG0015682	3	3
OG0015683	4	4
OG0015684	4	4
OG0015685	8	8
OG0015686	4	4
OG0015687	7	7
OG0015688	3	3
OG0015689	5	4
OG0015690	4	4
OG0015691	4	4
OG0015692	3	3
OG0015693	4	4
OG0015694	3	3
OG0015695	4	4
OG0015696	5	5
OG0015697	2	2
OG0015698	4	4
OG0015699	4	4
OG0015700	3	3
OG0015701	4	4
OG0015702	1	1
OG0015703	3	3
OG0015704	4	4
OG0015705	3	3
OG0015706	4	4
OG0015707	3	3
OG0015708	3	3
OG0015709	4	4
OG0015710	3	3
OG0015711	3	3
OG0015712	3	3
OG0015713	5	5
OG0015714	3	3
OG0015715	3	3
OG0015716	3	3
OG0015717	3	3
OG0015718	4	4
OG0015719	4	4
OG0015720	3	3
OG0015721	6	5
OG0015722	7	7
OG0015723	4	3
OG0015724	2	2
OG0015725	3	3
OG0015726	3	3
OG0015727	2	2
OG0015728	3	3
OG0015729	3	3
OG0015730	4	4
OG0015731	5	5
OG0015732	2	2
OG0015733	2	2
OG0015734	2	2
OG0015735	5	5
OG0015736	2	2
OG0015737	2	2
OG0015738	2	2
OG0015739	6	6
OG0015740	2	2
OG0015741	3	3
OG0015742	7	7
OG0015743	3	3
OG0015744	3	3
OG0015745	4	2
OG0015746	4	4
OG0015747	5	5
OG0015748	6	6
OG0015749	3	3
OG0015750	5	5
OG0015751	3	3
OG0015752	4	4
OG0015753	4	4
OG0015754	6	6
OG0015755	3	3
OG0015756	3	3
OG0015757	4	2
OG0015758	3	3
OG0015759	3	3
OG0015760	3	3
OG0015761	3	3
OG0015762	4	4
OG0015763	3	3
OG0015764	3	3
OG0015765	4	4
OG0015766	3	3
OG0015767	4	4
OG0015768	3	3
OG0015769	4	4
OG0015770	7	7
OG0015771	4	4
OG0015772	6	6
OG0015773	9	9
OG0015774	6	6
OG0015775	5	5
OG0015776	5	5
OG0015777	4	4
OG0015778	4	4
OG0015779	5	5
OG0015780	5	4
OG0015781	7	3
OG0015782	6	6
OG0015783	8	8
OG0015784	8	8
OG0015785	7	6
OG0015786	10	10
OG0015787	9	9
OG0015788	5	5
OG0015789	9	9
OG0015790	9	9
OG0015791	10	10
OG0015792	8	8
OG0015793	10	10
OG0015794	9	9
OG0015795	6	6
OG0015796	9	9
OG0015797	6	6
OG0015798	10	10
OG0015799	9	9
OG0015800	10	10
OG0015801	10	10
OG0015802	10	10
OG0015803	10	10
OG0015804	6	6
OG0015805	10	10
OG0015806	5	3
OG0015807	3	3
OG0015808	6	6
OG0015809	4	4
OG0015810	5	5
OG0015811	2	2
OG0015812	2	2
OG0015813	2	2
OG0015814	5	5
OG0015815	3	3
OG0015816	7	7
OG0015817	8	8
OG0015818	3	3
OG0015819	4	4
OG0015820	4	4
OG0015821	3	3
OG0015822	2	2
OG0015823	2	2
OG0015824	2	2
OG0015825	3	3
OG0015826	2	2
OG0015827	3	3
OG0015828	3	3
OG0015829	4	4
OG0015830	3	2
OG0015831	4	4
OG0015832	2	2
OG0015833	4	4
OG0015834	4	4
OG0015835	1	1
OG0015836	2	2
OG0015837	3	3
OG0015838	2	2
OG0015839	3	3
OG0015840	3	3
OG0015841	9	9
OG0015842	3	3
OG0015843	4	4
OG0015844	4	4
OG0015845	2	2
OG0015846	2	2
OG0015847	1	1
OG0015848	3	3
OG0015849	2	2
OG0015850	4	4
OG0015851	2	2
OG0015852	9	9
OG0015853	3	3
OG0015854	4	4
OG0015855	3	3
OG0015856	2	2
OG0015857	3	3
OG0015858	9	9
OG0015859	2	2
OG0015860	3	3
OG0015861	3	3
OG0015862	9	9
OG0015863	2	2
OG0015864	3	3
OG0015865	2	2
OG0015866	1	1
OG0015867	4	4
OG0015868	2	2
OG0015869	2	2
OG0015870	9	9
OG0015871	2	2
OG0015872	2	2
OG0015873	2	2
OG0015874	1	1
OG0015875	2	2
OG0015876	2	2
OG0015877	2	2
OG0015878	2	2
OG0015879	3	3
OG0015880	9	9
OG0015881	1	1
OG0015882	3	3
OG0015883	1	1
OG0015884	2	2
OG0015885	2	1
OG0015886	3	3
OG0015887	4	4
OG0015888	1	1
OG0015889	0	0
OG0015890	2	2
OG0015891	2	2
OG0015892	2	2
OG0015893	3	3
OG0015894	2	2
OG0015895	4	4
OG0015896	1	1
OG0015897	4	4
OG0015898	3	3
OG0015899	3	3
OG0015900	3	3
OG0015901	3	3
OG0015902	2	2
OG0015903	1	1
OG0015904	3	3
OG0015905	2	2
OG0015906	3	3
OG0015907	1	1
OG0015908	2	2
OG0015909	1	1
OG0015910	3	3
OG0015911	1	1
OG0015912	2	2
OG0015913	4	4
OG0015914	2	2
OG0015915	2	2
OG0015916	4	4
OG0015917	3	3
OG0015918	2	2
OG0015919	3	3
OG0015920	1	1
OG0015921	2	2
OG0015922	3	3
OG0015923	2	2
OG0015924	3	3
OG0015925	5	4
OG0015926	2	2
OG0015927	2	2
OG0015928	3	3
OG0015929	2	2
OG0015930	2	2
OG0015931	2	2
OG0015932	3	3
OG0015933	3	3
OG0015934	2	2
OG0015935	1	1
OG0015936	3	3
OG0015937	2	2
OG0015938	3	3
OG0015939	3	3
OG0015940	2	2
OG0015941	1	1
OG0015942	3	3
OG0015943	3	3
OG0015944	2	2
OG0015945	2	2
OG0015946	2	2
OG0015947	4	4
OG0015948	3	3
OG0015949	1	1
OG0015950	1	1
OG0015951	6	4
OG0015952	4	4
OG0015953	1	0
OG0015954	2	2
OG0015955	3	3
OG0015956	3	3
OG0015957	4	4
OG0015958	2	2
OG0015959	3	3
OG0015960	2	2
OG0015961	8	8
OG0015962	3	3
OG0015963	3	3
OG0015964	2	2
OG0015965	3	3
OG0015966	3	3
OG0015967	9	9
OG0015968	4	4
OG0015969	3	3
OG0015970	4	4
OG0015971	3	3
OG0015972	4	4
OG0015973	4	4
OG0015974	3	3
OG0015975	6	6
OG0015976	7	7
OG0015977	6	6
OG0015978	3	3
OG0015979	4	4
OG0015980	3	2
OG0015981	3	3
OG0015982	4	4
OG0015983	7	7
OG0015984	4	4
OG0015985	2	2
OG0015986	2	2
OG0015987	2	2
OG0015988	9	9
OG0015989	3	3
OG0015990	4	4
OG0015991	4	3
OG0015992	1	1
OG0015993	3	3
OG0015994	4	4
OG0015995	3	3
OG0015996	4	4
OG0015997	4	4
OG0015998	2	2
OG0015999	3	3
OG0016000	3	3
OG0016001	4	4
OG0016002	3	3
OG0016003	3	3
OG0016004	3	3
OG0016005	5	5
OG0016006	9	9
OG0016007	3	3
OG0016008	4	4
OG0016009	7	7
OG0016010	4	4
OG0016011	7	6
OG0016012	4	4
OG0016013	4	3
OG0016014	9	9
OG0016015	3	3
OG0016016	3	3
OG0016017	5	4
OG0016018	3	3
OG0016019	4	4
OG0016020	3	3
OG0016021	3	3
OG0016022	4	4
OG0016023	4	4
OG0016024	3	3
OG0016025	4	4
OG0016026	3	3
OG0016027	2	2
OG0016028	2	2
OG0016029	8	8
OG0016030	1	1
OG0016031	4	4
OG0016032	4	4
OG0016033	5	5
OG0016034	3	3
OG0016035	4	4
OG0016036	4	4
OG0016037	4	4
OG0016038	2	2
OG0016039	3	2
OG0016040	5	5
OG0016041	4	4
OG0016042	3	3
OG0016043	3	3
OG0016044	4	4
OG0016045	3	3
OG0016046	3	3
OG0016047	4	4
OG0016048	4	4
OG0016049	4	4
OG0016050	4	4
OG0016051	3	3
OG0016052	4	4
OG0016053	2	2
OG0016054	5	5
OG0016055	4	4
OG0016056	4	4
OG0016057	3	3
OG0016058	6	6
OG0016059	3	3
OG0016060	3	3
OG0016061	3	3
OG0016062	3	3
OG0016063	4	4
OG0016064	4	4
OG0016065	3	3
OG0016066	4	4
OG0016067	2	2
OG0016068	2	2
OG0016069	3	3
OG0016070	4	3
OG0016071	3	3
OG0016072	6	6
OG0016073	4	4
OG0016074	8	8
OG0016075	4	4
OG0016076	4	4
OG0016077	4	4
OG0016078	4	4
OG0016079	4	4
OG0016080	9	9
OG0016081	6	6
OG0016082	3	3
OG0016083	3	3
OG0016084	3	3
OG0016085	4	4
OG0016086	4	4
OG0016087	4	4
OG0016088	5	5
OG0016089	6	6
OG0016090	4	4
OG0016091	4	4
OG0016092	3	3
OG0016093	2	2
OG0016094	3	3
OG0016095	3	3
OG0016096	6	6
OG0016097	5	5
OG0016098	7	7
OG0016099	7	7
OG0016100	3	3
OG0016101	4	4
OG0016102	4	4
OG0016103	3	3
OG0016104	4	4
OG0016105	3	3
OG0016106	4	4
OG0016107	2	2
OG0016108	3	3
OG0016109	3	1
OG0016110	4	4
OG0016111	7	7
OG0016112	4	4
OG0016113	4	4
OG0016114	4	4
OG0016115	3	2
OG0016116	2	2
OG0016117	5	5
OG0016118	4	4
OG0016119	4	4
OG0016120	4	4
OG0016121	5	5
OG0016122	4	4
OG0016123	4	4
OG0016124	6	6
OG0016125	4	4
OG0016126	3	3
OG0016127	7	7
OG0016128	3	3
OG0016129	3	3
OG0016130	5	5
OG0016131	3	3
OG0016132	5	5
OG0016133	3	1
OG0016134	9	9
OG0016135	2	2
OG0016136	5	5
OG0016137	3	3
OG0016138	4	4
OG0016139	3	3
OG0016140	2	2
OG0016141	1	1
OG0016142	4	4
OG0016143	3	3
OG0016144	4	4
OG0016145	3	3
OG0016146	3	3
OG0016147	4	4
OG0016148	4	4
OG0016149	4	4
OG0016150	3	3
OG0016151	4	4
OG0016152	6	6
OG0016153	4	4
OG0016154	3	3
OG0016155	6	6
OG0016156	5	5
OG0016157	4	3
OG0016158	4	4
OG0016159	2	2
OG0016160	3	3
OG0016161	2	2
OG0016162	2	2
OG0016163	4	4
OG0016164	2	2
OG0016165	5	5
OG0016166	2	2
OG0016167	1	1
OG0016168	2	2
OG0016169	3	3
OG0016170	7	7
OG0016171	2	2
OG0016172	2	2
OG0016173	2	2
OG0016174	2	2
OG0016175	2	1
OG0016176	3	3
OG0016177	2	2
OG0016178	2	2
OG0016179	2	2
OG0016180	2	2
OG0016181	2	2
OG0016182	3	2
OG0016183	3	3
OG0016184	2	2
OG0016185	5	5
OG0016186	2	2
OG0016187	2	2
OG0016188	3	3
OG0016189	2	2
OG0016190	2	2
OG0016191	2	2
OG0016192	2	2
OG0016193	3	3
OG0016194	2	2
OG0016195	3	3
OG0016196	2	2
OG0016197	2	2
OG0016198	2	2
OG0016199	3	3
OG0016200	2	2
OG0016201	2	2
OG0016202	2	2
OG0016203	3	3
OG0016204	2	2
OG0016205	5	4
OG0016206	2	2
OG0016207	2	2
OG0016208	3	3
OG0016209	2	2
OG0016210	2	2
OG0016211	2	2
OG0016212	2	2
OG0016213	2	2
OG0016214	3	3
OG0016215	2	2
OG0016216	2	2
OG0016217	3	3
OG0016218	2	2
OG0016219	3	3
OG0016220	3	3
OG0016221	1	0
OG0016222	3	3
OG0016223	5	5
OG0016224	4	4
OG0016225	8	8
OG0016226	3	3
OG0016227	4	3
OG0016228	8	8
OG0016229	4	4
OG0016230	4	1
OG0016231	5	5
OG0016232	7	7
OG0016233	9	9
OG0016234	6	6
OG0016235	8	8
OG0016236	6	6
OG0016237	8	8
OG0016238	6	6
OG0016239	3	3
OG0016240	6	6
OG0016241	8	8
OG0016242	7	7
OG0016243	6	6
OG0016244	7	7
OG0016245	4	4
OG0016246	9	9
OG0016247	8	8
OG0016248	9	9
OG0016249	9	9
OG0016250	9	9
OG0016251	9	9
OG0016252	9	9
OG0016253	9	9
OG0016254	8	8
OG0016255	9	9
OG0016256	9	9
OG0016257	3	3
OG0016258	0	0
OG0016259	3	2
OG0016260	2	2
OG0016261	2	1
OG0016262	2	2
OG0016263	0	0
OG0016264	2	2
OG0016265	5	5
OG0016266	3	3
OG0016267	4	4
OG0016268	2	2
OG0016269	2	2
OG0016270	5	5
OG0016271	1	1
OG0016272	2	2
OG0016273	1	1
OG0016274	2	2
OG0016275	0	0
OG0016276	4	4
OG0016277	4	4
OG0016278	1	1
OG0016279	3	3
OG0016280	8	8
OG0016281	1	1
OG0016282	2	2
OG0016283	8	8
OG0016284	8	8
OG0016285	1	1
OG0016286	8	8
OG0016287	8	8
OG0016288	8	8
OG0016289	2	2
OG0016290	3	3
OG0016291	2	2
OG0016292	8	8
OG0016293	1	1
OG0016294	6	6
OG0016295	2	2
OG0016296	3	3
OG0016297	3	3
OG0016298	8	8
OG0016299	1	1
OG0016300	3	3
OG0016301	1	1
OG0016302	2	2
OG0016303	1	1
OG0016304	2	1
OG0016305	4	4
OG0016306	1	1
OG0016307	3	3
OG0016308	1	1
OG0016309	2	2
OG0016310	2	2
OG0016311	1	1
OG0016312	2	2
OG0016313	5	5
OG0016314	2	2
OG0016315	1	1
OG0016316	3	3
OG0016317	2	2
OG0016318	1	1
OG0016319	3	3
OG0016320	0	0
OG0016321	2	2
OG0016322	2	2
OG0016323	2	2
OG0016324	1	1
OG0016325	1	1
OG0016326	1	1
OG0016327	7	7
OG0016328	2	2
OG0016329	2	2
OG0016330	4	4
OG0016331	2	2
OG0016332	3	3
OG0016333	2	2
OG0016334	3	2
OG0016335	4	4
OG0016336	6	6
OG0016337	4	4
OG0016338	3	3
OG0016339	4	4
OG0016340	3	3
OG0016341	5	5
OG0016342	4	4
OG0016343	3	3
OG0016344	4	4
OG0016345	6	6
OG0016346	7	7
OG0016347	5	5
OG0016348	4	4
OG0016349	4	4
OG0016350	8	8
OG0016351	1	1
OG0016352	4	4
OG0016353	7	7
OG0016354	6	6
OG0016355	4	4
OG0016356	4	4
OG0016357	8	8
OG0016358	4	4
OG0016359	3	3
OG0016360	7	7
OG0016361	5	5
OG0016362	4	4
OG0016363	2	2
OG0016364	3	3
OG0016365	2	2
OG0016366	2	2
OG0016367	3	3
OG0016368	8	8
OG0016369	3	3
OG0016370	4	4
OG0016371	5	5
OG0016372	4	4
OG0016373	4	4
OG0016374	6	6
OG0016375	4	4
OG0016376	3	3
OG0016377	2	2
OG0016378	4	4
OG0016379	4	4
OG0016380	3	3
OG0016381	4	4
OG0016382	3	3
OG0016383	7	7
OG0016384	5	5
OG0016385	4	2
OG0016386	3	3
OG0016387	4	4
OG0016388	4	4
OG0016389	3	3
OG0016390	5	5
OG0016391	4	4
OG0016392	4	4
OG0016393	4	4
OG0016394	4	4
OG0016395	1	1
OG0016396	4	4
OG0016397	2	2
OG0016398	2	2
OG0016399	3	3
OG0016400	3	3
OG0016401	4	4
OG0016402	2	2
OG0016403	4	4
OG0016404	2	2
OG0016405	2	2
OG0016406	2	2
OG0016407	3	3
OG0016408	4	4
OG0016409	3	1
OG0016410	3	3
OG0016411	2	2
OG0016412	8	8
OG0016413	3	3
OG0016414	4	4
OG0016415	4	4
OG0016416	4	4
OG0016417	3	3
OG0016418	2	2
OG0016419	3	3
OG0016420	2	2
OG0016421	2	2
OG0016422	4	4
OG0016423	1	1
OG0016424	2	2
OG0016425	3	3
OG0016426	3	3
OG0016427	6	6
OG0016428	3	3
OG0016429	8	8
OG0016430	3	3
OG0016431	7	7
OG0016432	6	6
OG0016433	3	3
OG0016434	3	3
OG0016435	3	3
OG0016436	3	3
OG0016437	5	5
OG0016438	3	3
OG0016439	3	3
OG0016440	4	4
OG0016441	4	4
OG0016442	5	5
OG0016443	2	2
OG0016444	3	1
OG0016445	7	7
OG0016446	2	2
OG0016447	4	4
OG0016448	2	2
OG0016449	4	4
OG0016450	2	2
OG0016451	4	4
OG0016452	3	3
OG0016453	2	2
OG0016454	4	4
OG0016455	4	4
OG0016456	3	3
OG0016457	4	4
OG0016458	3	3
OG0016459	4	4
OG0016460	4	4
OG0016461	2	2
OG0016462	4	4
OG0016463	4	4
OG0016464	3	3
OG0016465	4	4
OG0016466	2	2
OG0016467	1	1
OG0016468	4	4
OG0016469	3	3
OG0016470	4	4
OG0016471	5	5
OG0016472	2	2
OG0016473	8	8
OG0016474	5	5
OG0016475	4	4
OG0016476	4	4
OG0016477	4	4
OG0016478	4	4
OG0016479	4	4
OG0016480	4	4
OG0016481	8	8
OG0016482	4	4
OG0016483	3	3
OG0016484	3	3
OG0016485	4	4
OG0016486	2	2
OG0016487	7	7
OG0016488	2	2
OG0016489	3	3
OG0016490	1	1
OG0016491	2	2
OG0016492	2	2
OG0016493	8	8
OG0016494	8	8
OG0016495	4	4
OG0016496	8	8
OG0016497	2	2
OG0016498	2	2
OG0016499	2	2
OG0016500	5	5
OG0016501	4	1
OG0016502	1	1
OG0016503	6	5
OG0016504	1	1
OG0016505	2	2
OG0016506	3	3
OG0016507	3	3
OG0016508	2	2
OG0016509	1	1
OG0016510	2	2
OG0016511	6	4
OG0016512	2	2
OG0016513	2	2
OG0016514	2	2
OG0016515	2	2
OG0016516	2	2
OG0016517	2	2
OG0016518	2	2
OG0016519	2	2
OG0016520	6	6
OG0016521	2	2
OG0016522	2	2
OG0016523	2	2
OG0016524	2	2
OG0016525	2	2
OG0016526	2	2
OG0016527	1	1
OG0016528	2	2
OG0016529	3	3
OG0016530	1	1
OG0016531	2	2
OG0016532	3	3
OG0016533	2	2
OG0016534	2	2
OG0016535	8	8
OG0016536	7	7
OG0016537	3	3
OG0016538	4	4
OG0016539	4	4
OG0016540	5	5
OG0016541	3	3
OG0016542	3	3
OG0016543	3	3
OG0016544	6	6
OG0016545	2	2
OG0016546	2	2
OG0016547	2	2
OG0016548	2	2
OG0016549	2	2
OG0016550	2	2
OG0016551	2	2
OG0016552	4	4
OG0016553	2	2
OG0016554	4	4
OG0016555	2	2
OG0016556	2	2
OG0016557	5	5
OG0016558	5	5
OG0016559	5	4
OG0016560	8	8
OG0016561	5	5
OG0016562	8	8
OG0016563	8	8
OG0016564	5	2
OG0016565	4	4
OG0016566	8	8
OG0016567	7	7
OG0016568	3	3
OG0016569	4	4
OG0016570	4	4
OG0016571	6	5
OG0016572	7	7
OG0016573	7	7
OG0016574	7	7
OG0016575	4	4
OG0016576	7	7
OG0016577	8	8
OG0016578	7	7
OG0016579	7	7
OG0016580	4	4
OG0016581	7	7
OG0016582	7	7
OG0016583	6	6
OG0016584	5	5
OG0016585	5	5
OG0016586	7	7
OG0016587	7	7
OG0016588	5	5
OG0016589	7	7
OG0016590	4	4
OG0016591	7	7
OG0016592	5	5
OG0016593	6	6
OG0016594	8	8
OG0016595	7	7
OG0016596	8	8
OG0016597	8	8
OG0016598	8	8
OG0016599	5	5
OG0016600	8	8
OG0016601	8	8
OG0016602	2	2
OG0016603	0	0
OG0016604	1	1
OG0016605	3	3
OG0016606	3	3
OG0016607	2	2
OG0016608	3	3
OG0016609	0	0
OG0016610	3	3
OG0016611	1	1
OG0016612	2	2
OG0016613	4	4
OG0016614	2	2
OG0016615	2	0
OG0016616	3	2
OG0016617	7	7
OG0016618	7	7
OG0016619	1	1
OG0016620	1	1
OG0016621	7	7
OG0016622	7	7
OG0016623	7	7
OG0016624	3	2
OG0016625	0	0
OG0016626	7	7
OG0016627	3	3
OG0016628	1	1
OG0016629	1	1
OG0016630	2	2
OG0016631	1	1
OG0016632	1	1
OG0016633	2	2
OG0016634	2	2
OG0016635	1	1
OG0016636	2	2
OG0016637	3	3
OG0016638	2	2
OG0016639	2	2
OG0016640	2	2
OG0016641	3	2
OG0016642	3	3
OG0016643	3	3
OG0016644	0	0
OG0016645	2	2
OG0016646	2	2
OG0016647	1	1
OG0016648	3	3
OG0016649	1	1
