HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
N2.HOG0021864	OG0015023	n0						SORBI_3004G340100			Zm00001eb191620_P002, Zm00001eb258550_P001
N2.HOG0021865	OG0015024	n0						SORBI_3004G342200			Zm00001eb258720_P001
N2.HOG0021866	OG0015025	n0						SORBI_3004G342700			Zm00001eb191520_P001
N2.HOG0021867	OG0015026	n0						SORBI_3004G346200			Zm00001eb258980_P001
N2.HOG0021868	OG0015027	n0						SORBI_3004G346300			Zm00001eb258990_P002
N2.HOG0021869	OG0015028	n0						SORBI_3004G350300			Zm00001eb191020_P001
N2.HOG0021870	OG0015029	n0						SORBI_3004G352800			
N2.HOG0021871	OG0015032	n0						SORBI_3004G344200			Zm00001eb258850_P002
N2.HOG0021872	OG0015033	n0						SORBI_3010G138700			Zm00001eb281640_P002
N2.HOG0021873	OG0015034	n0						SORBI_3007G187300			Zm00001eb037160_P001
N2.HOG0021874	OG0015035	n0						SORBI_3007G185400			Zm00001eb198390_P001
N2.HOG0021875	OG0015036	n0									Zm00001eb041450_P001
N2.HOG0021876	OG0015037	n0						SORBI_3003G130100			Zm00001eb128850_P001
N2.HOG0021877	OG0015038	n0						SORBI_3007G123900			Zm00001eb042230_P003
N2.HOG0021878	OG0015039	n0						SORBI_3007G054900			Zm00001eb172080_P001
N2.HOG0021879	OG0015040	n0						SORBI_3007G075250			Zm00001eb413750_P001
N2.HOG0021880	OG0015041	n0						SORBI_3001G118100			Zm00001eb054810_P001, Zm00001eb216410_P001
N2.HOG0021881	OG0015042	n0						SORBI_3007G120100, SORBI_3007G120200			Zm00001eb178680_P001
N2.HOG0021882	OG0015044	n0						SORBI_3006G036000			
N2.HOG0021883	OG0015045	n0						SORBI_3004G332200, SORBI_3004G337132			
N2.HOG0021884	OG0015047	n0						SORBI_3001G475000			
N2.HOG0021885	OG0015049	n0						SORBI_3006G015200, SORBI_3006G048201, SORBI_3004G276166			
N2.HOG0021886	OG0015050	n0						SORBI_3001G457600			
N2.HOG0021887	OG0015051	n0						SORBI_3006G115400			Zm00001eb079990_P001, Zm00001eb080020_P001, Zm00001eb080030_P001, Zm00001eb424680_P001
N2.HOG0021888	OG0015053	n0						SORBI_3002G337300			Zm00001eb106740_P001, Zm00001eb323940_P001, Zm00001eb393910_P001
N2.HOG0021889	OG0015055	n0						SORBI_3001G015000			Zm00001eb064360_P001, Zm00001eb064370_P002, Zm00001eb210870_P001
N2.HOG0021890	OG0015056	n2						SORBI_3001G174900			Zm00001eb219310_P005
N2.HOG0021891	OG0015056	n3						SORBI_3001G175100			Zm00001eb049840_P001
N2.HOG0021892	OG0015057	n1						SORBI_3002G303000			Zm00001eb321430_P001
N2.HOG0021893	OG0015057	n4									Zm00001eb261200_P001
N2.HOG0021894	OG0015058	n2						SORBI_3004G187600			
N2.HOG0021895	OG0015058	n3						SORBI_3006G100100			Zm00001eb081330_P001
N2.HOG0021896	OG0015061	n8						SORBI_3004G099700			Zm00001eb239600_P001
N2.HOG0021897	OG0015061	n9						SORBI_3004G111200, SORBI_3004G111400			Zm00001eb204350_P002
N2.HOG0021898	OG0015062	n0						SORBI_3007G187200			Zm00001eb037170_P001, Zm00001eb198260_P002
N2.HOG0021899	OG0015063	n1									Zm00001eb050980_P001
N2.HOG0021900	OG0015063	n3									Zm00001eb185270_P001, Zm00001eb247640_P001, Zm00001eb247670_P001
N2.HOG0021901	OG0015063	n7									Zm00001eb077240_P001, Zm00001eb247610_P001
N2.HOG0021902	OG0015064	n0						SORBI_3006G066150			
N2.HOG0021903	OG0015069	n0						SORBI_3003G021000, SORBI_3007G119101, SORBI_3007G154200, SORBI_3007G154300			Zm00001eb178610_P001
N2.HOG0021904	OG0015074	n1						SORBI_3006G050700			
N2.HOG0021905	OG0015074	n7						SORBI_3005G133200			Zm00001eb200120_P001
N2.HOG0021906	OG0015074	n9						SORBI_3005G118600, SORBI_3005G119250			
N2.HOG0021907	OG0015075	n1						SORBI_3004G047001			Zm00001eb325250_P001
N2.HOG0021908	OG0015075	n3									Zm00001eb065170_P001, Zm00001eb084810_P001, Zm00001eb157940_P001, Zm00001eb248390_P001, Zm00001eb250530_P001, Zm00001eb256080_P001, Zm00001eb276690_P001, Zm00001eb402040_P001
N2.HOG0021909	OG0015077	n2									Zm00001eb213460_P001, Zm00001eb242310_P001, Zm00001eb321800_P001, Zm00001eb390150_P001, Zm00001eb421640_P001
N2.HOG0021910	OG0015077	n8									Zm00001eb091280_P001, Zm00001eb346180_P002, Zm00001eb425220_P001
N2.HOG0021911	OG0015078	n0									Zm00001eb004350_P001
N2.HOG0021912	OG0015079	n0						SORBI_3005G051700, SORBI_3008G120200, SORBI_3005G140300, SORBI_3005G140400, SORBI_3005G141500, SORBI_3005G141600, SORBI_3005G141700, SORBI_3005G150000, SORBI_3005G148201, SORBI_3005G141400, SORBI_3005G148100			Zm00001eb137490_P001
N2.HOG0021913	OG0015080	n0						SORBI_3006G016000, SORBI_3006G103500, SORBI_3001G509400, SORBI_3008G079650, SORBI_3003G340350, SORBI_3001G172050, SORBI_3001G273950			Zm00001eb074980_P001, Zm00001eb127400_P001, Zm00001eb187780_P001, Zm00001eb230710_P001, Zm00001eb326160_P001
N2.HOG0021914	OG0015081	n0						SORBI_3002G087700, SORBI_3001G060200, SORBI_3009G021050, SORBI_3009G244450, SORBI_3007G005850, SORBI_3007G160501, SORBI_3006G189801, SORBI_3006G241950, SORBI_3003G023732, SORBI_3002G421501, SORBI_3001G093666, SORBI_3001G432550			
N2.HOG0021915	OG0015082	n0						SORBI_3005G207800, SORBI_3005G043600			Zm00001eb092260_P001
N2.HOG0021916	OG0015090	n0									Zm00001eb014440_P001, Zm00001eb049030_P003, Zm00001eb101730_P001, Zm00001eb102730_P001, Zm00001eb128630_P001, Zm00001eb333660_P001, Zm00001eb335840_P001, Zm00001eb374050_P001, Zm00001eb393230_P001, Zm00001eb396740_P001, Zm00001eb412210_P001, Zm00001eb421210_P001
N2.HOG0021917	OG0015091	n0									Zm00001eb029320_P001, Zm00001eb036290_P001, Zm00001eb038630_P001, Zm00001eb073060_P001, Zm00001eb099310_P001, Zm00001eb109060_P001, Zm00001eb127700_P001, Zm00001eb219480_P001, Zm00001eb268670_P001, Zm00001eb368110_P001, Zm00001eb373360_P001, Zm00001eb432980_P001
N2.HOG0021918	OG0015092	n0									Zm00001eb027440_P001, Zm00001eb027450_P001, Zm00001eb027470_P001, Zm00001eb027480_P001, Zm00001eb027520_P001, Zm00001eb136020_P001, Zm00001eb136030_P001, Zm00001eb210170_P001, Zm00001eb338970_P001, Zm00001eb340600_P001, Zm00001eb349740_P001, Zm00001eb380820_P001
N2.HOG0021919	OG0015093	n0									Zm00001eb035920_P001, Zm00001eb035930_P001, Zm00001eb094010_P001, Zm00001eb132270_P001, Zm00001eb132280_P001, Zm00001eb225100_P001, Zm00001eb268860_P001, Zm00001eb282000_P001, Zm00001eb384210_P001, Zm00001eb409820_P001, Zm00001eb409830_P001, Zm00001eb410160_P001
N2.HOG0021920	OG0015094	n0						SORBI_3004G067800			Zm00001eb234360_P002
N2.HOG0021921	OG0015095	n3						SORBI_3001G345600			Zm00001eb392830_P001
N2.HOG0021922	OG0015095	n4						SORBI_3001G345700, SORBI_3001G345800			Zm00001eb019360_P001
N2.HOG0021923	OG0015096	n0						SORBI_3007G013200			Zm00001eb260550_P001
N2.HOG0021924	OG0015097	n0						SORBI_3004G086500			Zm00001eb235330_P001
N2.HOG0021925	OG0015098	n0						SORBI_3003G311900			Zm00001eb370090_P002
N2.HOG0021926	OG0015099	n0						SORBI_3002G139800			Zm00001eb095760_P002
N2.HOG0021927	OG0015100	n6						SORBI_3005G022400			Zm00001eb093480_P001
N2.HOG0021928	OG0015100	n7						SORBI_3004G023500			Zm00001eb196000_P001, Zm00001eb196120_P001
N2.HOG0021929	OG0015100	n9									Zm00001eb196010_P001, Zm00001eb196110_P001
N2.HOG0021930	OG0015101	n0						SORBI_3007G104600			Zm00001eb042680_P001
N2.HOG0021931	OG0015102	n0									Zm00001eb221320_P001, Zm00001eb243670_P001, Zm00001eb349030_P001, Zm00001eb398480_P001
N2.HOG0021932	OG0015104	n0						SORBI_3009G241000			Zm00001eb296590_P001
N2.HOG0021933	OG0015105	n0						SORBI_3009G083900			
N2.HOG0021934	OG0015108	n0						SORBI_3008G002600			
N2.HOG0021935	OG0015109	n0						SORBI_3006G082100			Zm00001eb082790_P001
N2.HOG0021936	OG0015110	n0						SORBI_3003G278500			Zm00001eb154580_P001
N2.HOG0021937	OG0015111	n0						SORBI_3006G143400			
N2.HOG0021938	OG0015112	n0						SORBI_3003G303000			Zm00001eb370520_P004
N2.HOG0021939	OG0015113	n0						SORBI_3004G265700			Zm00001eb188540_P001
N2.HOG0021940	OG0015114	n0						SORBI_3005G145300			Zm00001eb113780_P002, Zm00001eb201580_P002
N2.HOG0021941	OG0015115	n0						SORBI_3004G255100			
N2.HOG0021942	OG0015116	n0						SORBI_3001G193200			Zm00001eb043440_P001, Zm00001eb220110_P003
N2.HOG0021943	OG0015117	n0						SORBI_3004G240700			Zm00001eb254420_P001
N2.HOG0021944	OG0015119	n0						SORBI_3004G128100			
N2.HOG0021945	OG0015121	n0						SORBI_3001G304000			Zm00001eb023080_P002
N2.HOG0021946	OG0015122	n0						SORBI_3004G312300			Zm00001eb193480_P003, Zm00001eb256240_P001
N2.HOG0021947	OG0015123	n0						SORBI_3004G077400			Zm00001eb236490_P002
N2.HOG0021948	OG0015125	n0						SORBI_3003G050000			Zm00001eb122820_P001
N2.HOG0021949	OG0015126	n0						SORBI_3003G338100			Zm00001eb368820_P001
N2.HOG0021950	OG0015128	n0						SORBI_3003G095900			Zm00001eb126070_P001
N2.HOG0021951	OG0015129	n0						SORBI_3004G067700			Zm00001eb234370_P001
N2.HOG0021952	OG0015130	n0						SORBI_3001G158300			Zm00001eb218770_P002
N2.HOG0021953	OG0015131	n0						SORBI_3002G349900			
N2.HOG0021954	OG0015132	n0						SORBI_3004G261100			Zm00001eb188980_P001, Zm00001eb442030_P001
N2.HOG0021955	OG0015134	n0						SORBI_3003G051400			
N2.HOG0021956	OG0015135	n0						SORBI_3003G388150			Zm00001eb144720_P001
N2.HOG0021957	OG0015136	n0						SORBI_3007G038700			Zm00001eb416420_P001
N2.HOG0021958	OG0015137	n0						SORBI_3001G238600			Zm00001eb047430_P001, Zm00001eb222700_P001
N2.HOG0021959	OG0015138	n0						SORBI_3006G036400			Zm00001eb087090_P002
N2.HOG0021960	OG0015139	n0						SORBI_3002G400000			Zm00001eb110590_P001, Zm00001eb329510_P002
N2.HOG0021961	OG0015141	n0						SORBI_3004G284900			Zm00001eb187060_P001
N2.HOG0021962	OG0015142	n0						SORBI_3010G016600			Zm00001eb269430_P002
N2.HOG0021963	OG0015143	n0						SORBI_3007G223400			Zm00001eb033660_P001, Zm00001eb199290_P001
N2.HOG0021964	OG0015144	n0						SORBI_3003G160800			Zm00001eb131600_P003
N2.HOG0021965	OG0015145	n0						SORBI_3006G144000			Zm00001eb426420_P002
N2.HOG0021966	OG0015146	n0						SORBI_3003G436600			Zm00001eb140340_P001
N2.HOG0021967	OG0015147	n0						SORBI_3002G244100			Zm00001eb316450_P001
N2.HOG0021968	OG0015148	n0						SORBI_3002G317100			Zm00001eb105880_P003
N2.HOG0021969	OG0015149	n0						SORBI_3003G297400			Zm00001eb153460_P001
N2.HOG0021970	OG0015150	n0						SORBI_3007G106700			Zm00001eb170650_P003
N2.HOG0021971	OG0015151	n0						SORBI_3001G227800			Zm00001eb046510_P001
N2.HOG0021972	OG0015153	n0						SORBI_3003G332800			Zm00001eb149950_P005
N2.HOG0021973	OG0015155	n0						SORBI_3010G051400			Zm00001eb375680_P002
N2.HOG0021974	OG0015156	n0						SORBI_3006G108900			Zm00001eb080520_P001, Zm00001eb080530_P001
N2.HOG0021975	OG0015157	n0						SORBI_3002G266800			Zm00001eb102930_P002
N2.HOG0021976	OG0015158	n0						SORBI_3007G034500			Zm00001eb416750_P002
N2.HOG0021977	OG0015159	n0						SORBI_3002G324100			
N2.HOG0021978	OG0015160	n0						SORBI_3010G016900			Zm00001eb269440_P001
N2.HOG0021979	OG0015161	n0						SORBI_3004G011300			Zm00001eb229900_P004
N2.HOG0021980	OG0015162	n0						SORBI_3005G142800			Zm00001eb197740_P001
N2.HOG0021981	OG0015163	n0						SORBI_3001G217900			Zm00001eb045730_P001
N2.HOG0021982	OG0015164	n0						SORBI_3002G386800			Zm00001eb328410_P001
N2.HOG0021983	OG0015165	n0						SORBI_3003G248300			Zm00001eb359730_P002
N2.HOG0021984	OG0015166	n0						SORBI_3003G030300			Zm00001eb337890_P001
N2.HOG0021985	OG0015167	n0						SORBI_3002G215000			Zm00001eb100140_P001
N2.HOG0021986	OG0015169	n0						SORBI_3007G008900			Zm00001eb260370_P002
N2.HOG0021987	OG0015170	n0						SORBI_3009G004500			Zm00001eb356110_P001
N2.HOG0021988	OG0015171	n0						SORBI_3010G260200			Zm00001eb227690_P001
N2.HOG0021989	OG0015173	n0						SORBI_3001G007300			Zm00001eb210540_P001
N2.HOG0021990	OG0015174	n0						SORBI_3007G022900			
N2.HOG0021991	OG0015175	n0						SORBI_3003G315000			
N2.HOG0021992	OG0015176	n0									Zm00001eb006520_P001
N2.HOG0021993	OG0015177	n0						SORBI_3006G011100			
N2.HOG0021994	OG0015178	n0						SORBI_3001G527100			Zm00001eb001640_P001
N2.HOG0021995	OG0015179	n0						SORBI_3005G144300			Zm00001eb113740_P001
N2.HOG0021996	OG0015180	n0						SORBI_3001G541500			Zm00001eb000420_P001
N2.HOG0021997	OG0015181	n0						SORBI_3010G039000			
N2.HOG0021998	OG0015182	n0						SORBI_3K009800			Zm00001eb163080_P003
N2.HOG0021999	OG0015183	n0						SORBI_3010G023800			Zm00001eb378020_P001
N2.HOG0022000	OG0015184	n0						SORBI_3006G276000			Zm00001eb434280_P002
N2.HOG0022001	OG0015185	n0						SORBI_3010G083700			Zm00001eb373090_P002
N2.HOG0022002	OG0015186	n0						SORBI_3001G167200			Zm00001eb219080_P001
N2.HOG0022003	OG0015187	n0						SORBI_3001G104300			
N2.HOG0022004	OG0015188	n0						SORBI_3004G140300			Zm00001eb240810_P001
N2.HOG0022005	OG0015189	n0						SORBI_3004G030900			Zm00001eb231340_P001
N2.HOG0022006	OG0015190	n0						SORBI_3004G163500			Zm00001eb242580_P002
N2.HOG0022007	OG0015192	n0						SORBI_3001G214100			Zm00001eb221290_P001
N2.HOG0022008	OG0015193	n0						SORBI_3004G279500			Zm00001eb250910_P001
N2.HOG0022009	OG0015194	n0						SORBI_3003G142400			
N2.HOG0022010	OG0015195	n0						SORBI_3010G079600			
N2.HOG0022011	OG0015196	n0						SORBI_3004G280700			Zm00001eb250750_P001
N2.HOG0022012	OG0015197	n0						SORBI_3007G068000			Zm00001eb413280_P001
N2.HOG0022013	OG0015198	n0						SORBI_3004G282700			Zm00001eb250610_P001
N2.HOG0022014	OG0015199	n0						SORBI_3006G188800			Zm00001eb428440_P001
N2.HOG0022015	OG0015200	n0						SORBI_3003G014100			Zm00001eb338890_P001
N2.HOG0022016	OG0015201	n0						SORBI_3001G004700			
N2.HOG0022017	OG0015202	n0						SORBI_3001G442900			Zm00001eb010060_P001
N2.HOG0022018	OG0015203	n0						SORBI_3003G350500, SORBI_3003G051500			Zm00001eb122930_P001, Zm00001eb122940_P001
N2.HOG0022019	OG0015204	n0						SORBI_3008G087900			Zm00001eb133570_P002
N2.HOG0022020	OG0015205	n0						SORBI_3002G302700			Zm00001eb321400_P002
N2.HOG0022021	OG0015206	n0						SORBI_3009G068200			Zm00001eb282940_P001
N2.HOG0022022	OG0015207	n0						SORBI_3006G084000			Zm00001eb422680_P001
N2.HOG0022023	OG0015208	n0						SORBI_3005G002350			
N2.HOG0022024	OG0015209	n0						SORBI_3010G214700			Zm00001eb274870_P001
N2.HOG0022025	OG0015210	n0						SORBI_3002G387800			
N2.HOG0022026	OG0015211	n0									Zm00001eb387540_P001
N2.HOG0022027	OG0015212	n0						SORBI_3004G015900			Zm00001eb209300_P002
N2.HOG0022028	OG0015213	n0						SORBI_3002G159100			Zm00001eb309200_P001
N2.HOG0022029	OG0015214	n0						SORBI_3003G295800			
N2.HOG0022030	OG0015215	n0						SORBI_3006G122700, SORBI_3006G122900			
N2.HOG0022031	OG0015216	n0						SORBI_3002G109000			Zm00001eb305180_P001
N2.HOG0022032	OG0015218	n0						SORBI_3007G101300			Zm00001eb176810_P001
N2.HOG0022033	OG0015219	n0						SORBI_3001G471800			Zm00001eb008250_P001
N2.HOG0022034	OG0015220	n0						SORBI_3001G138900			Zm00001eb217400_P001
N2.HOG0022035	OG0015221	n0						SORBI_3008G108500			Zm00001eb137960_P003
N2.HOG0022036	OG0015222	n0						SORBI_3010G159500			Zm00001eb383600_P001
N2.HOG0022037	OG0015223	n0						SORBI_3004G139100			Zm00001eb392910_P001
N2.HOG0022038	OG0015224	n0						SORBI_3003G291300			Zm00001eb371210_P001
N2.HOG0022039	OG0015225	n0						SORBI_3003G394100			Zm00001eb365210_P001
N2.HOG0022040	OG0015226	n0						SORBI_3002G280100			Zm00001eb331950_P004
N2.HOG0022041	OG0015227	n0						SORBI_3001G329300			Zm00001eb020690_P001
N2.HOG0022042	OG0015228	n0						SORBI_3004G343100			Zm00001eb258740_P002
N2.HOG0022043	OG0015229	n0						SORBI_3003G147900, SORBI_3003G205200			Zm00001eb161040_P001
N2.HOG0022044	OG0015230	n0						SORBI_3001G507900			Zm00001eb003510_P004
N2.HOG0022045	OG0015231	n0						SORBI_3002G371300			Zm00001eb108960_P003
N2.HOG0022046	OG0015232	n0						SORBI_3003G382700			Zm00001eb145290_P001
N2.HOG0022047	OG0015233	n0						SORBI_3004G166500			Zm00001eb242790_P002
N2.HOG0022048	OG0015234	n0						SORBI_3003G442000			Zm00001eb139980_P004
N2.HOG0022049	OG0015235	n0						SORBI_3009G057700			Zm00001eb353960_P001
N2.HOG0022050	OG0015236	n0						SORBI_3002G368901			Zm00001eb108780_P001
N2.HOG0022051	OG0015237	n0						SORBI_3004G122900			Zm00001eb237480_P001
N2.HOG0022052	OG0015238	n0						SORBI_3003G119400			Zm00001eb127970_P002, Zm00001eb333400_P001
N2.HOG0022053	OG0015239	n0						SORBI_3001G191000			Zm00001eb043240_P003
N2.HOG0022054	OG0015240	n0						SORBI_3003G250000			Zm00001eb157370_P002
N2.HOG0022055	OG0015241	n0						SORBI_3007G151900			
N2.HOG0022056	OG0015242	n0						SORBI_3001G023000			Zm00001eb063700_P001
N2.HOG0022057	OG0015243	n0						SORBI_3001G512200			Zm00001eb003080_P001
N2.HOG0022058	OG0015245	n3						SORBI_3002G217600			Zm00001eb314250_P003
N2.HOG0022059	OG0015245	n8						SORBI_3006G202401			
N2.HOG0022060	OG0015246	n0						SORBI_3008G132900			Zm00001eb028750_P002, Zm00001eb214460_P001
N2.HOG0022061	OG0015247	n0						SORBI_3002G345300			Zm00001eb324750_P002
N2.HOG0022062	OG0015248	n0						SORBI_3001G445200			Zm00001eb009870_P002
N2.HOG0022063	OG0015249	n0						SORBI_3004G034500, SORBI_3007G095333			Zm00001eb231800_P002
N2.HOG0022064	OG0015250	n0						SORBI_3001G433000			Zm00001eb011070_P004
N2.HOG0022065	OG0015251	n0						SORBI_3003G432500			Zm00001eb140490_P002
N2.HOG0022066	OG0015252	n0						SORBI_3001G233700			Zm00001eb222430_P004
N2.HOG0022067	OG0015253	n0						SORBI_3006G188000			Zm00001eb073280_P001
N2.HOG0022068	OG0015254	n0						SORBI_3005G206500			Zm00001eb165450_P001
N2.HOG0022069	OG0015255	n0						SORBI_3003G117200			Zm00001eb333510_P002
N2.HOG0022070	OG0015256	n0						SORBI_3003G419700			
N2.HOG0022071	OG0015257	n0						SORBI_3010G099200			Zm00001eb279980_P001
N2.HOG0022072	OG0015258	n0						SORBI_3008G083500			
N2.HOG0022073	OG0015259	n0						SORBI_3001G173400			Zm00001eb049950_P002
N2.HOG0022074	OG0015260	n0						SORBI_3001G151200			Zm00001eb218420_P001
N2.HOG0022075	OG0015261	n0						SORBI_3003G311100			Zm00001eb151910_P001
N2.HOG0022076	OG0015262	n0						SORBI_3002G072500			
N2.HOG0022077	OG0015263	n0						SORBI_3002G073200			Zm00001eb302980_P004
N2.HOG0022078	OG0015264	n0						SORBI_3002G013700			Zm00001eb298940_P002
N2.HOG0022079	OG0015265	n0						SORBI_3009G105600, SORBI_3009G105700			Zm00001eb130220_P001
N2.HOG0022080	OG0015266	n0						SORBI_3004G255500			Zm00001eb189210_P003
N2.HOG0022081	OG0015267	n0						SORBI_3008G058700			Zm00001eb408330_P001
N2.HOG0022082	OG0015268	n0						SORBI_3001G426500			Zm00001eb011810_P001
N2.HOG0022083	OG0015269	n0						SORBI_3002G260400			Zm00001eb317990_P002
N2.HOG0022084	OG0015270	n0						SORBI_3002G308800			Zm00001eb105490_P004, Zm00001eb321950_P001
N2.HOG0022085	OG0015271	n0						SORBI_3002G240800			Zm00001eb186390_P001, Zm00001eb316200_P001
N2.HOG0022086	OG0015272	n0						SORBI_3010G125700			Zm00001eb281130_P001
N2.HOG0022087	OG0015273	n0						SORBI_3007G147200			Zm00001eb177190_P001
N2.HOG0022088	OG0015274	n0						SORBI_3010G134500			Zm00001eb281480_P002
N2.HOG0022089	OG0015275	n0						SORBI_3006G276900			
N2.HOG0022090	OG0015276	n0						SORBI_3008G152100			Zm00001eb030780_P001, Zm00001eb135320_P001
N2.HOG0022091	OG0015277	n0						SORBI_3004G356400			Zm00001eb259420_P001
N2.HOG0022092	OG0015278	n0						SORBI_3008G118300			Zm00001eb410420_P001
N2.HOG0022093	OG0015279	n0						SORBI_3006G226000			Zm00001eb298260_P001
N2.HOG0022094	OG0015280	n0						SORBI_3006G248200			
N2.HOG0022095	OG0015281	n0						SORBI_3001G092300			Zm00001eb057030_P001
N2.HOG0022096	OG0015282	n0						SORBI_3002G109600			Zm00001eb305250_P002
N2.HOG0022097	OG0015283	n0						SORBI_3006G010900			Zm00001eb089070_P004
N2.HOG0022098	OG0015284	n0						SORBI_3006G012400			Zm00001eb088970_P002, Zm00001eb419470_P001
N2.HOG0022099	OG0015285	n0						SORBI_3002G185000, SORBI_3002G192000			Zm00001eb099020_P001
N2.HOG0022100	OG0015287	n0						SORBI_3009G194700			Zm00001eb352990_P001
N2.HOG0022101	OG0015289	n0						SORBI_3002G217200			Zm00001eb314220_P001
N2.HOG0022102	OG0015291	n0						SORBI_3007G031300			
N2.HOG0022103	OG0015292	n0						SORBI_3009G179800			Zm00001eb291320_P002
N2.HOG0022104	OG0015293	n0									Zm00001eb093400_P001, Zm00001eb196190_P001
N2.HOG0022105	OG0015294	n0						SORBI_3004G348100			Zm00001eb259110_P001
N2.HOG0022106	OG0015295	n0						SORBI_3004G280301			Zm00001eb187380_P002
N2.HOG0022107	OG0015296	n0						SORBI_3002G352100			Zm00001eb325410_P001
N2.HOG0022108	OG0015297	n0						SORBI_3009G123900			Zm00001eb287080_P001
N2.HOG0022109	OG0015298	n0						SORBI_3010G047300			Zm00001eb376130_P003
N2.HOG0022110	OG0015299	n0						SORBI_3002G197300			Zm00001eb312280_P001
N2.HOG0022111	OG0015300	n0						SORBI_3004G310700			Zm00001eb256090_P001
N2.HOG0022112	OG0015301	n0						SORBI_3002G387600			Zm00001eb328490_P002
N2.HOG0022113	OG0015302	n0						SORBI_3004G031700			Zm00001eb209080_P003
N2.HOG0022114	OG0015303	n0						SORBI_3009G139300			Zm00001eb288240_P001
N2.HOG0022115	OG0015304	n0						SORBI_3001G228000			Zm00001eb222290_P003
N2.HOG0022116	OG0015305	n0						SORBI_3001G408700			Zm00001eb062340_P001
N2.HOG0022117	OG0015306	n0						SORBI_3004G057900			Zm00001eb207080_P003
N2.HOG0022118	OG0015307	n0						SORBI_3010G114700			Zm00001eb380410_P001
N2.HOG0022119	OG0015308	n0						SORBI_3009G109600			Zm00001eb346400_P001
N2.HOG0022120	OG0015309	n0						SORBI_3003G128400			Zm00001eb128020_P002
N2.HOG0022121	OG0015310	n0						SORBI_3002G309900			Zm00001eb322060_P002
N2.HOG0022122	OG0015311	n0						SORBI_3010G265700			Zm00001eb180740_P001
N2.HOG0022123	OG0015313	n0						SORBI_3008G185500			Zm00001eb032750_P001
N2.HOG0022124	OG0015314	n0						SORBI_3003G218700			Zm00001eb161950_P005
N2.HOG0022125	OG0015315	n0						SORBI_3001G155000			Zm00001eb050350_P001, Zm00001eb218650_P001
N2.HOG0022126	OG0015316	n0						SORBI_3006G188400			
N2.HOG0022127	OG0015317	n0						SORBI_3006G275200			
N2.HOG0022128	OG0015318	n0						SORBI_3004G192400			Zm00001eb183250_P002, Zm00001eb245180_P001
N2.HOG0022129	OG0015319	n0						SORBI_3004G201800			Zm00001eb246040_P001
N2.HOG0022130	OG0015320	n0						SORBI_3002G129400			Zm00001eb306760_P001
N2.HOG0022131	OG0015321	n0						SORBI_3001G460700			Zm00001eb400430_P001
N2.HOG0022132	OG0015322	n0						SORBI_3005G101200			Zm00001eb168450_P001
N2.HOG0022133	OG0015323	n0						SORBI_3007G225000			Zm00001eb199150_P001
N2.HOG0022134	OG0015324	n0						SORBI_3001G347100			Zm00001eb019320_P001
N2.HOG0022135	OG0015325	n0						SORBI_3006G194500			Zm00001eb428230_P002
N2.HOG0022136	OG0015326	n0						SORBI_3001G444200			Zm00001eb399230_P001
N2.HOG0022137	OG0015327	n0						SORBI_3001G097100			Zm00001eb056550_P002
N2.HOG0022138	OG0015329	n0						SORBI_3004G172600			
N2.HOG0022139	OG0015330	n0						SORBI_3001G405600			Zm00001eb013510_P002
N2.HOG0022140	OG0015331	n0						SORBI_3009G135400			Zm00001eb349550_P001
N2.HOG0022141	OG0015332	n0						SORBI_3002G048200			Zm00001eb117060_P004
N2.HOG0022142	OG0015333	n0						SORBI_3001G504400			Zm00001eb003780_P004
N2.HOG0022143	OG0015334	n0						SORBI_3003G440300			Zm00001eb362380_P001
N2.HOG0022144	OG0015335	n0						SORBI_3001G296800			Zm00001eb325360_P003
N2.HOG0022145	OG0015336	n0						SORBI_3004G225300			Zm00001eb248280_P001
N2.HOG0022146	OG0015337	n0						SORBI_3003G336200			
N2.HOG0022147	OG0015338	n0						SORBI_3010G164900			Zm00001eb277580_P001, Zm00001eb384710_P001
N2.HOG0022148	OG0015339	n0						SORBI_3003G429700			Zm00001eb140640_P001
N2.HOG0022149	OG0015340	n0						SORBI_3004G157800			Zm00001eb241880_P001
N2.HOG0022150	OG0015341	n0						SORBI_3008G095000			Zm00001eb408850_P001
N2.HOG0022151	OG0015342	n0						SORBI_3001G036300			Zm00001eb062480_P001
N2.HOG0022152	OG0015343	n0						SORBI_3001G065000			Zm00001eb060010_P002
N2.HOG0022153	OG0015344	n0						SORBI_3002G042500			Zm00001eb117220_P001
N2.HOG0022154	OG0015345	n0						SORBI_3001G261585			
N2.HOG0022155	OG0015346	n0						SORBI_3009G131900			Zm00001eb349880_P001
N2.HOG0022156	OG0015347	n0						SORBI_3002G076800			Zm00001eb303280_P001
N2.HOG0022157	OG0015348	n0						SORBI_3003G442700			Zm00001eb362300_P003
N2.HOG0022158	OG0015349	n0						SORBI_3010G081200			Zm00001eb373340_P004
N2.HOG0022159	OG0015350	n0						SORBI_3009G129600			Zm00001eb287530_P001, Zm00001eb349910_P001
N2.HOG0022160	OG0015351	n0						SORBI_3006G248900			Zm00001eb067650_P001, Zm00001eb432550_P001
N2.HOG0022161	OG0015352	n0						SORBI_3003G131300			Zm00001eb128960_P002
